key	text	tooltip
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20225FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20232FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20239FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20246FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20253FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20260FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20267FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20274FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20281FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20288FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20295FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20302FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20309FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20316FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20323FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20330FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20337FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20344FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20351FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20358FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20365FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20372FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20379FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20386FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20393FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20400FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20407FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20414FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20421FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20428FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20435FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20442FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20449FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20456FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20463FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20470FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20477FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20484FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20491FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20498FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20505FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20512FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20519FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20526FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20533FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20540FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20547FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20554FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20561FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20568FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20575FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20582FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20589FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20596FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20603FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20610FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20617FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20624FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20631FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20638FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20645FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20652FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20659FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20666FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20673FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20680FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20687FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20694FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20701FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20708FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20715FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20722FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20729FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20736FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20743FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20750FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20757FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20764FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20771FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20778FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20785FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20792FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20799FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20806FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20813FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20820FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20827FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20834FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20841FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20848FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20855FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20862FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20869FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20876FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20883FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20890FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20897FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20904FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20911FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20918FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20925FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20932FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20939FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20946FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20953FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20960FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20967FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20974FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20981FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20988FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_20995FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21002FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21009FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21016FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21023FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21030FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21037FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21044FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21051FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21058FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21065FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21072FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21079FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21086FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21093FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21100FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21107FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21114FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21121FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21128FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21135FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21142FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21149FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21156FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21163FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21170FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21177FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21184FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21191FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21198FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21205FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21212FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21219FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21226FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21233FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21240FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21247FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21254FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21261FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21268FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21275FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21282FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21289FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21296FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21303FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21310FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21317FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21324FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21331FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21338FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21345FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21352FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21359FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21366FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21373FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21380FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21387FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21394FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21401FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21408FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21415FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21422FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21429FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21436FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21443FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21450FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21457FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21464FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21471FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21478FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21485FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21492FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21499FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21506FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21513FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21520FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21527FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21534FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21541FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21548FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21555FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21562FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_family_21569FIRST	Welcome Him to Your Party	true
cdir_events_dilemma_choice_details_localised_choice_label_move_capital_romeFIRST	Move our capital.	true
cdir_events_dilemma_choice_details_localised_choice_label_inv_geographical_carthage_merchantaFIRST	Albeit painful, his death would not achieve justice. Send him to Carthage!	true
cdir_events_dilemma_choice_details_localised_choice_label_inv_geographical_carthage_merchantaSECOND	He might be guilty, but no man should endure the terrible fate in store at Carthage.	true
cdir_events_dilemma_choice_details_localised_choice_label_inv_geographical_Carthaginian_captainaFIRST	It is good to have your seas looked after.	true
cdir_events_dilemma_choice_details_localised_choice_label_inv_geographical_Carthaginian_captainaSECOND	Our sea, our ships!	true
cdir_events_dilemma_choice_details_localised_choice_label_inv_geographical_Carthaginian_PoliticianaFIRST	A purseful of gold is worth a few furrowed brows in distant Carthage.	true
cdir_events_dilemma_choice_details_localised_choice_label_inv_geographical_Carthaginian_PoliticianaSECOND	The enmity of Carthage should be avoided - send the man to his doom!	true
cdir_events_dilemma_choice_details_localised_choice_label_inv_geographical_Carthaginian_ReligionaFIRST	It pays off to please gods, even if they are bizarre and distant.	true
cdir_events_dilemma_choice_details_localised_choice_label_inv_geographical_Carthaginian_ReligionaSECOND	Our land, our gods!	true
cdir_events_dilemma_choice_details_localised_choice_label_inv_geographical_Carthaginian_SlavesaFIRST	A wealthy ruler needs many personal slaves.	true
cdir_events_dilemma_choice_details_localised_choice_label_inv_geographical_Carthaginian_SlavesaFOURTH	We have no use for what a foreign sword has earned.	true
cdir_events_dilemma_choice_details_localised_choice_label_inv_geographical_Carthaginian_SlavesaSECOND	Nobody should bar a trader's attempts to profit. Besides, the crops need harvesting.	true
cdir_events_dilemma_choice_details_localised_choice_label_inv_geographical_Carthaginian_SlavesaTHIRD	These slaves are unlawfully captured. It is not a crime to appropriate them!	true
dilemmas_localised_description_inv_geographical_carthage_merchanta	A prominent Carthaginian merchant has been slain in your lands. The reason? A pointless dispute over too many cups of wine! The culprit is a young member of a wealthy family. He is in your custody but Carthage demand his immediate handover.	true
dilemmas_localised_description_inv_geographical_Carthaginian_captaina	A Carthaginian military vessel drops anchor at one of your ports. The captain claims to be a part of a larger fleet sent to patrol your shores and make them safe for sea trade. Shall we agree to this?	true
dilemmas_localised_description_inv_geographical_Carthaginian_Politiciana	A man is brought before you. He is accused of killing a Carthaginian official; however, he offers a sizeable monetary contribution in return for assurance of his safety. What shall we do?	true
dilemmas_localised_description_inv_geographical_Carthaginian_Religiona	A group of Carthaginian priests request your assistance to build a temple to Baal Hammon in your lands. Their monetary investment is sizeable, they explain, and you could secure the friendship of Carthage and its gods also...	true
dilemmas_localised_description_inv_geographical_Carthaginian_Slavesa	A fleet of Carthaginian slave ships arrives at one of your ports. The slavemaster requests a personal audience and asks to sell his slaves in your cities.	true
dilemmas_localised_title_inv_geographical_carthage_merchanta	Carthaginian Merchant	true
dilemmas_localised_title_inv_geographical_Carthaginian_captaina	Carthaginian Captain	true
dilemmas_localised_title_inv_geographical_Carthaginian_Politiciana	Carthaginian Politician	true
dilemmas_localised_title_inv_geographical_Carthaginian_Religiona	Carthaginian Religion	true
dilemmas_localised_title_inv_geographical_Carthaginian_Slavesa	Carthaginian Slaves	true
cdir_events_dilemma_choice_details_localised_choice_title_inv_geographical_carthage_merchantaFIRST	Give culprit to Carthage	true
cdir_events_dilemma_choice_details_localised_choice_title_inv_geographical_carthage_merchantaSECOND	Hide the culprit	true
cdir_events_dilemma_choice_details_localised_choice_title_inv_geographical_Carthaginian_captainaFIRST	Accept	true
cdir_events_dilemma_choice_details_localised_choice_title_inv_geographical_Carthaginian_captainaSECOND	Refuse	true
cdir_events_dilemma_choice_details_localised_choice_title_inv_geographical_Carthaginian_PoliticianaFIRST	Give sanctuary	true
cdir_events_dilemma_choice_details_localised_choice_title_inv_geographical_Carthaginian_PoliticianaSECOND	Surrender to Carthage	true
cdir_events_dilemma_choice_details_localised_choice_title_inv_geographical_Carthaginian_ReligionaFIRST	Accept	true
cdir_events_dilemma_choice_details_localised_choice_title_inv_geographical_Carthaginian_ReligionaSECOND	Refuse	true
cdir_events_dilemma_choice_details_localised_choice_title_inv_geographical_Carthaginian_SlavesaFIRST	Buy slaves yourself	true
cdir_events_dilemma_choice_details_localised_choice_title_inv_geographical_Carthaginian_SlavesaFOURTH	Turn him away	true
cdir_events_dilemma_choice_details_localised_choice_title_inv_geographical_Carthaginian_SlavesaSECOND	Allow him to conduct business	true
cdir_events_dilemma_choice_details_localised_choice_title_inv_geographical_Carthaginian_SlavesaTHIRD	Confiscate slaves	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_AI_OFFER_PEACEFIRST	Accept	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_AI_OFFER_PEACEFIRST	We shall lay down our arms and seek a new era of cooperation.	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_AI_OFFER_PEACESECOND	Refuse	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_AI_OFFER_PEACESECOND	Their suffering has only just begun. We fight on.	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_COALITION_INVITEFIRST	Join	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_COALITION_INVITEFIRST	We will march alongside our allies against this common threat.	true
cdir_events_dilemma_choice_details_localised_choice_title_dei_dilemma_COALITION_INVITESECOND	Decline	true
cdir_events_dilemma_choice_details_localised_choice_label_dei_dilemma_COALITION_INVITESECOND	This is not our fight. We will remain neutral.	true
